Lokalizacja,Płeć,Wiek,Populacja
WZGÓRZE MICKIEWICZA,mężczyźni,74,13
ZASPA MŁYNIEC,kobiety,74,133
ZASPA MŁYNIEC,mężczyźni,74,90
ZASPA ROZSTAJE,kobiety,74,70
ZASPA ROZSTAJE,mężczyźni,74,58
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,74,201
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,74,98
GDAŃSK,kobiety,74,1877
GDAŃSK,mężczyźni,74,1218
ANIOŁKI,kobiety,75,15
ANIOŁKI,mężczyźni,75,9
BRĘTOWO,kobiety,75,19
BRĘTOWO,mężczyźni,75,26
BRZEŹNO,kobiety,75,54
BRZEŹNO,mężczyźni,75,38
CHEŁM,kobiety,75,128
CHEŁM,mężczyźni,75,105
JASIEŃ,kobiety,75,32
JASIEŃ,mężczyźni,75,17
KOKOSZKI,kobiety,75,18
KOKOSZKI,mężczyźni,75,16
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,75,2
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,75,3
LETNICA,kobiety,75,1
LETNICA,mężczyźni,75,1
MATARNIA,kobiety,75,15
MATARNIA,mężczyźni,75,16
MŁYNISKA,kobiety,75,15
MŁYNISKA,mężczyźni,75,13
NOWY PORT,kobiety,75,32
NOWY PORT,mężczyźni,75,23
OLIWA,kobiety,75,84
OLIWA,mężczyźni,75,48
OLSZYNKA,kobiety,75,6
OLSZYNKA,mężczyźni,75,7
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,75,65
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,75,27
OSOWA,kobiety,75,40
OSOWA,mężczyźni,75,35
PIECKIIGOWO,kobiety,75,114
PIECKIIGOWO,mężczyźni,75,97
PRZERÓBKA,kobiety,75,17
PRZERÓBKA,mężczyźni,75,5
PRZYMORZE MAŁE,kobiety,75,66
PRZYMORZE MAŁE,mężczyźni,75,48
PRZYMORZE WIELKIE,kobiety,75,306
PRZYMORZE WIELKIE,mężczyźni,75,168
RUDNIKI,kobiety,75,2
RUDNIKI,mężczyźni,75,2
SIEDLCE,kobiety,75,53
SIEDLCE,mężczyźni,75,33
STOGI,kobiety,75,42
STOGI,mężczyźni,75,28
STRZYŻA,kobiety,75,20
STRZYŻA,mężczyźni,75,12
SUCHANINO,kobiety,75,54
SUCHANINO,mężczyźni,75,51
ŚRÓDMIEŚCIE,kobiety,75,95
ŚRÓDMIEŚCIE,mężczyźni,75,60
UJEŚCISKO-ŁOSTOWICE,kobiety,75,29
UJEŚCISKO-ŁOSTOWICE,mężczyźni,75,35
VII DWÓR,kobiety,75,26
VII DWÓR,mężczyźni,75,14
WRZESZCZ DOLNY,kobiety,75,63
WRZESZCZ DOLNY,mężczyźni,75,63
WRZESZCZ GÓRNY,kobiety,75,78
WRZESZCZ GÓRNY,mężczyźni,75,61
WYSPA SOBIESZEWSKA,kobiety,75,13
WYSPA SOBIESZEWSKA,mężczyźni,75,5
WZGÓRZE MICKIEWICZA,kobiety,75,14
WZGÓRZE MICKIEWICZA,mężczyźni,75,8
ZASPA MŁYNIEC,kobiety,75,107
ZASPA MŁYNIEC,mężczyźni,75,80
ZASPA ROZSTAJE,kobiety,75,59
ZASPA ROZSTAJE,mężczyźni,75,62
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,75,175
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,75,99
GDAŃSK,kobiety,75,1859
GDAŃSK,mężczyźni,75,1315
ANIOŁKI,kobiety,76,12
ANIOŁKI,mężczyźni,76,9
BRĘTOWO,kobiety,76,14
BRĘTOWO,mężczyźni,76,21
BRZEŹNO,kobiety,76,50
BRZEŹNO,mężczyźni,76,30
CHEŁM,kobiety,76,91
CHEŁM,mężczyźni,76,72
JASIEŃ,kobiety,76,17
JASIEŃ,mężczyźni,76,10
KOKOSZKI,kobiety,76,12
KOKOSZKI,mężczyźni,76,12
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,76,3
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,76,6
LETNICA,kobiety,76,4
LETNICA,mężczyźni,76,3
MATARNIA,kobiety,76,7
MATARNIA,mężczyźni,76,15
MŁYNISKA,kobiety,76,22
MŁYNISKA,mężczyźni,76,9
NOWY PORT,kobiety,76,24
NOWY PORT,mężczyźni,76,16
OLIWA,kobiety,76,84
OLIWA,mężczyźni,76,56
OLSZYNKA,kobiety,76,5
OLSZYNKA,mężczyźni,76,7
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,76,69
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,76,46
OSOWA,kobiety,76,45
OSOWA,mężczyźni,76,28
PIECKIIGOWO,kobiety,76,68
PIECKIIGOWO,mężczyźni,76,77
PRZERÓBKA,kobiety,76,19
PRZERÓBKA,mężczyźni,76,12
PRZYMORZE MAŁE,kobiety,76,102
PRZYMORZE MAŁE,mężczyźni,76,34
PRZYMORZE WIELKIE,kobiety,76,322
PRZYMORZE WIELKIE,mężczyźni,76,160
RUDNIKI,kobiety,76,4
RUDNIKI,mężczyźni,76,2
SIEDLCE,kobiety,76,47
SIEDLCE,mężczyźni,76,35
STOGI,kobiety,76,55
STOGI,mężczyźni,76,20
STRZYŻA,kobiety,76,20
STRZYŻA,mężczyźni,76,17
SUCHANINO,kobiety,76,53
SUCHANINO,mężczyźni,76,52
ŚRÓDMIEŚCIE,kobiety,76,106
ŚRÓDMIEŚCIE,mężczyźni,76,50
UJEŚCISKO-ŁOSTOWICE,kobiety,76,34
UJEŚCISKO-ŁOSTOWICE,mężczyźni,76,31
VII DWÓR,kobiety,76,17
VII DWÓR,mężczyźni,76,11
WRZESZCZ DOLNY,kobiety,76,71
WRZESZCZ DOLNY,mężczyźni,76,49
WRZESZCZ GÓRNY,kobiety,76,89
WRZESZCZ GÓRNY,mężczyźni,76,49
WYSPA SOBIESZEWSKA,kobiety,76,13
WYSPA SOBIESZEWSKA,mężczyźni,76,3
WZGÓRZE MICKIEWICZA,kobiety,76,14
WZGÓRZE MICKIEWICZA,mężczyźni,76,13
ZASPA MŁYNIEC,kobiety,76,86
ZASPA MŁYNIEC,mężczyźni,76,74
ZASPA ROZSTAJE,kobiety,76,48
ZASPA ROZSTAJE,mężczyźni,76,47
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,76,167
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,76,104
GDAŃSK,kobiety,76,1794
GDAŃSK,mężczyźni,76,1180
ANIOŁKI,kobiety,77,14
ANIOŁKI,mężczyźni,77,11
BRĘTOWO,kobiety,77,22
BRĘTOWO,mężczyźni,77,20
BRZEŹNO,kobiety,77,52
BRZEŹNO,mężczyźni,77,32
CHEŁM,kobiety,77,87
CHEŁM,mężczyźni,77,68
JASIEŃ,kobiety,77,14
JASIEŃ,mężczyźni,77,7
KOKOSZKI,kobiety,77,12
KOKOSZKI,mężczyźni,77,9
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,77,1
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,77,3
LETNICA,kobiety,77,3
LETNICA,mężczyźni,77,2
MATARNIA,kobiety,77,6
MATARNIA,mężczyźni,77,11
MŁYNISKA,kobiety,77,27
MŁYNISKA,mężczyźni,77,2
NOWY PORT,kobiety,77,24
NOWY PORT,mężczyźni,77,19
OLIWA,kobiety,77,86
OLIWA,mężczyźni,77,63
OLSZYNKA,kobiety,77,6
OLSZYNKA,mężczyźni,77,10
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,77,62
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,77,39
OSOWA,kobiety,77,41
OSOWA,mężczyźni,77,35
PIECKIIGOWO,kobiety,77,74
PIECKIIGOWO,mężczyźni,77,75
PRZERÓBKA,kobiety,77,22
PRZERÓBKA,mężczyźni,77,16
PRZYMORZE MAŁE,kobiety,77,88
PRZYMORZE MAŁE,mężczyźni,77,41
PRZYMORZE WIELKIE,kobiety,77,340
PRZYMORZE WIELKIE,mężczyźni,77,186
RUDNIKI,kobiety,77,3
RUDNIKI,mężczyźni,77,3
SIEDLCE,kobiety,77,49
SIEDLCE,mężczyźni,77,32
STOGI,kobiety,77,66
STOGI,mężczyźni,77,23
STRZYŻA,kobiety,77,24
STRZYŻA,mężczyźni,77,12
SUCHANINO,kobiety,77,44
SUCHANINO,mężczyźni,77,36
ŚRÓDMIEŚCIE,kobiety,77,113
ŚRÓDMIEŚCIE,mężczyźni,77,52
UJEŚCISKO-ŁOSTOWICE,kobiety,77,24
UJEŚCISKO-ŁOSTOWICE,mężczyźni,77,28
VII DWÓR,kobiety,77,25
VII DWÓR,mężczyźni,77,8
WRZESZCZ DOLNY,kobiety,77,71
WRZESZCZ DOLNY,mężczyźni,77,53
WRZESZCZ GÓRNY,kobiety,77,85
WRZESZCZ GÓRNY,mężczyźni,77,52
WYSPA SOBIESZEWSKA,kobiety,77,6
WYSPA SOBIESZEWSKA,mężczyźni,77,2
WZGÓRZE MICKIEWICZA,kobiety,77,15
WZGÓRZE MICKIEWICZA,mężczyźni,77,8
ZASPA MŁYNIEC,kobiety,77,84
ZASPA MŁYNIEC,mężczyźni,77,91
ZASPA ROZSTAJE,kobiety,77,54
ZASPA ROZSTAJE,mężczyźni,77,49
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,77,164
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,77,121
GDAŃSK,kobiety,77,1808
GDAŃSK,mężczyźni,77,1219
ANIOŁKI,kobiety,78,13
ANIOŁKI,mężczyźni,78,6
BRĘTOWO,kobiety,78,21
BRĘTOWO,mężczyźni,78,21
BRZEŹNO,kobiety,78,58
BRZEŹNO,mężczyźni,78,29
CHEŁM,kobiety,78,85
CHEŁM,mężczyźni,78,84
JASIEŃ,kobiety,78,21
JASIEŃ,mężczyźni,78,17
KOKOSZKI,kobiety,78,16
KOKOSZKI,mężczyźni,78,12
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,78,4
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,78,4
LETNICA,kobiety,78,1
LETNICA,mężczyźni,78,1
MATARNIA,kobiety,78,6
MATARNIA,mężczyźni,78,6
MŁYNISKA,kobiety,78,15
MŁYNISKA,mężczyźni,78,15
NOWY PORT,kobiety,78,25
NOWY PORT,mężczyźni,78,16
OLIWA,kobiety,78,96
OLIWA,mężczyźni,78,47
OLSZYNKA,kobiety,78,10
OLSZYNKA,mężczyźni,78,5
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,78,75
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,78,33
OSOWA,kobiety,78,40
OSOWA,mężczyźni,78,30
PIECKIIGOWO,kobiety,78,70
PIECKIIGOWO,mężczyźni,78,66
PRZERÓBKA,kobiety,78,17
PRZERÓBKA,mężczyźni,78,8
PRZYMORZE MAŁE,kobiety,78,126
PRZYMORZE MAŁE,mężczyźni,78,55
PRZYMORZE WIELKIE,kobiety,78,337
PRZYMORZE WIELKIE,mężczyźni,78,204
RUDNIKI,kobiety,78,2
RUDNIKI,mężczyźni,78,5
SIEDLCE,kobiety,78,43
SIEDLCE,mężczyźni,78,17
STOGI,kobiety,78,78
STOGI,mężczyźni,78,27
STRZYŻA,kobiety,78,17
STRZYŻA,mężczyźni,78,19
SUCHANINO,kobiety,78,43
SUCHANINO,mężczyźni,78,56
ŚRÓDMIEŚCIE,kobiety,78,101
ŚRÓDMIEŚCIE,mężczyźni,78,47
UJEŚCISKO-ŁOSTOWICE,kobiety,78,24
UJEŚCISKO-ŁOSTOWICE,mężczyźni,78,25
VII DWÓR,kobiety,78,33
VII DWÓR,mężczyźni,78,9
WRZESZCZ DOLNY,kobiety,78,93
WRZESZCZ DOLNY,mężczyźni,78,44
WRZESZCZ GÓRNY,kobiety,78,95
WRZESZCZ GÓRNY,mężczyźni,78,56
WYSPA SOBIESZEWSKA,kobiety,78,8
WYSPA SOBIESZEWSKA,mężczyźni,78,5
WZGÓRZE MICKIEWICZA,kobiety,78,12
WZGÓRZE MICKIEWICZA,mężczyźni,78,10
ZASPA MŁYNIEC,kobiety,78,80
ZASPA MŁYNIEC,mężczyźni,78,74
ZASPA ROZSTAJE,kobiety,78,57
ZASPA ROZSTAJE,mężczyźni,78,50
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,78,143
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,78,108
GDAŃSK,kobiety,78,1865
GDAŃSK,mężczyźni,78,1211
ANIOŁKI,kobiety,79,16
ANIOŁKI,mężczyźni,79,6
BRĘTOWO,kobiety,79,20
BRĘTOWO,mężczyźni,79,16
BRZEŹNO,kobiety,79,68
BRZEŹNO,mężczyźni,79,37
CHEŁM,kobiety,79,88
CHEŁM,mężczyźni,79,52
JASIEŃ,kobiety,79,19
JASIEŃ,mężczyźni,79,15
KOKOSZKI,kobiety,79,14
KOKOSZKI,mężczyźni,79,10
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,79,5
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,79,3
LETNICA,kobiety,79,3
LETNICA,mężczyźni,79,2
MATARNIA,kobiety,79,10
MATARNIA,mężczyźni,79,2
MŁYNISKA,kobiety,79,18
MŁYNISKA,mężczyźni,79,10
NOWY PORT,kobiety,79,16
NOWY PORT,mężczyźni,79,13
OLIWA,kobiety,79,86
OLIWA,mężczyźni,79,45
OLSZYNKA,kobiety,79,10
OLSZYNKA,mężczyźni,79,7
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,79,76
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,79,34
OSOWA,kobiety,79,41
OSOWA,mężczyźni,79,26
PIECKIIGOWO,kobiety,79,60
PIECKIIGOWO,mężczyźni,79,57
PRZERÓBKA,kobiety,79,21
PRZERÓBKA,mężczyźni,79,6
PRZYMORZE MAŁE,kobiety,79,135
PRZYMORZE MAŁE,mężczyźni,79,40
PRZYMORZE WIELKIE,kobiety,79,293
PRZYMORZE WIELKIE,mężczyźni,79,213
RUDNIKI,kobiety,79,4
RUDNIKI,mężczyźni,79,2
SIEDLCE,kobiety,79,58
SIEDLCE,mężczyźni,79,32
STOGI,kobiety,79,66
STOGI,mężczyźni,79,24
STRZYŻA,kobiety,79,19
STRZYŻA,mężczyźni,79,11
SUCHANINO,kobiety,79,44
SUCHANINO,mężczyźni,79,45
ŚRÓDMIEŚCIE,kobiety,79,113
ŚRÓDMIEŚCIE,mężczyźni,79,46
UJEŚCISKO-ŁOSTOWICE,kobiety,79,20
UJEŚCISKO-ŁOSTOWICE,mężczyźni,79,17
VII DWÓR,kobiety,79,45
VII DWÓR,mężczyźni,79,16
WRZESZCZ DOLNY,kobiety,79,66
WRZESZCZ DOLNY,mężczyźni,79,49
WRZESZCZ GÓRNY,kobiety,79,90
WRZESZCZ GÓRNY,mężczyźni,79,60
WYSPA SOBIESZEWSKA,kobiety,79,7
WYSPA SOBIESZEWSKA,mężczyźni,79,3
WZGÓRZE MICKIEWICZA,kobiety,79,11
WZGÓRZE MICKIEWICZA,mężczyźni,79,10
ZASPA MŁYNIEC,kobiety,79,77
ZASPA MŁYNIEC,mężczyźni,79,71
ZASPA ROZSTAJE,kobiety,79,55
ZASPA ROZSTAJE,mężczyźni,79,40
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,79,153
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,79,115
GDAŃSK,kobiety,79,1827
GDAŃSK,mężczyźni,79,1135
ANIOŁKI,kobiety,80,17
ANIOŁKI,mężczyźni,80,9
BRĘTOWO,kobiety,80,26
BRĘTOWO,mężczyźni,80,14
BRZEŹNO,kobiety,80,58
BRZEŹNO,mężczyźni,80,37
CHEŁM,kobiety,80,56
CHEŁM,mężczyźni,80,36
JASIEŃ,kobiety,80,12
JASIEŃ,mężczyźni,80,17
KOKOSZKI,kobiety,80,10
KOKOSZKI,mężczyźni,80,8
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,80,4
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,80,2
LETNICA,kobiety,80,1
LETNICA,mężczyźni,80,2
MATARNIA,kobiety,80,10
MATARNIA,mężczyźni,80,4
MŁYNISKA,kobiety,80,22
MŁYNISKA,mężczyźni,80,11
NOWY PORT,kobiety,80,15
NOWY PORT,mężczyźni,80,6
OLIWA,kobiety,80,99
OLIWA,mężczyźni,80,55
OLSZYNKA,kobiety,80,7
OLSZYNKA,mężczyźni,80,2
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,80,59
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,80,42
OSOWA,kobiety,80,30
OSOWA,mężczyźni,80,37
PIECKIIGOWO,kobiety,80,53
PIECKIIGOWO,mężczyźni,80,51
PRZERÓBKA,kobiety,80,18
PRZERÓBKA,mężczyźni,80,10
PRZYMORZE MAŁE,kobiety,80,160
PRZYMORZE MAŁE,mężczyźni,80,46
PRZYMORZE WIELKIE,kobiety,80,284
PRZYMORZE WIELKIE,mężczyźni,80,214
RUDNIKI,kobiety,80,1
RUDNIKI,mężczyźni,80,2
SIEDLCE,kobiety,80,53
SIEDLCE,mężczyźni,80,13
STOGI,kobiety,80,57
STOGI,mężczyźni,80,33
STRZYŻA,kobiety,80,26
STRZYŻA,mężczyźni,80,16
SUCHANINO,kobiety,80,37
SUCHANINO,mężczyźni,80,32
ŚRÓDMIEŚCIE,kobiety,80,122
ŚRÓDMIEŚCIE,mężczyźni,80,49
UJEŚCISKO-ŁOSTOWICE,kobiety,80,23
UJEŚCISKO-ŁOSTOWICE,mężczyźni,80,11
VII DWÓR,kobiety,80,51
VII DWÓR,mężczyźni,80,22
WRZESZCZ DOLNY,kobiety,80,100
WRZESZCZ DOLNY,mężczyźni,80,38
WRZESZCZ GÓRNY,kobiety,80,84
WRZESZCZ GÓRNY,mężczyźni,80,39
WYSPA SOBIESZEWSKA,kobiety,80,6
WYSPA SOBIESZEWSKA,mężczyźni,80,7
WZGÓRZE MICKIEWICZA,kobiety,80,18
WZGÓRZE MICKIEWICZA,mężczyźni,80,12
ZASPA MŁYNIEC,kobiety,80,71
ZASPA MŁYNIEC,mężczyźni,80,64
ZASPA ROZSTAJE,kobiety,80,36
ZASPA ROZSTAJE,mężczyźni,80,29
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,80,129
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,80,98
GDAŃSK,kobiety,80,1755
GDAŃSK,mężczyźni,80,1068
ANIOŁKI,kobiety,81,13
ANIOŁKI,mężczyźni,81,4
BRĘTOWO,kobiety,81,16
BRĘTOWO,mężczyźni,81,18
BRZEŹNO,kobiety,81,72
BRZEŹNO,mężczyźni,81,27
CHEŁM,kobiety,81,68
CHEŁM,mężczyźni,81,41
JASIEŃ,kobiety,81,20
JASIEŃ,mężczyźni,81,20
KOKOSZKI,kobiety,81,6
KOKOSZKI,mężczyźni,81,6
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,81,4
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,81,1
LETNICA,kobiety,81,0
LETNICA,mężczyźni,81,2
MATARNIA,kobiety,81,10
MATARNIA,mężczyźni,81,13
MŁYNISKA,kobiety,81,19
MŁYNISKA,mężczyźni,81,15
NOWY PORT,kobiety,81,24
NOWY PORT,mężczyźni,81,13
OLIWA,kobiety,81,67
OLIWA,mężczyźni,81,51
OLSZYNKA,kobiety,81,9
OLSZYNKA,mężczyźni,81,11
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,81,52
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,81,34
OSOWA,kobiety,81,35
OSOWA,mężczyźni,81,27
PIECKIIGOWO,kobiety,81,55
PIECKIIGOWO,mężczyźni,81,41
PRZERÓBKA,kobiety,81,18
PRZERÓBKA,mężczyźni,81,9
PRZYMORZE MAŁE,kobiety,81,140
PRZYMORZE MAŁE,mężczyźni,81,55
PRZYMORZE WIELKIE,kobiety,81,273
PRZYMORZE WIELKIE,mężczyźni,81,190
RUDNIKI,kobiety,81,5
RUDNIKI,mężczyźni,81,0
SIEDLCE,kobiety,81,48
SIEDLCE,mężczyźni,81,28
STOGI,kobiety,81,75
STOGI,mężczyźni,81,33
STRZYŻA,kobiety,81,25
STRZYŻA,mężczyźni,81,11
SUCHANINO,kobiety,81,42
SUCHANINO,mężczyźni,81,38
ŚRÓDMIEŚCIE,kobiety,81,123
ŚRÓDMIEŚCIE,mężczyźni,81,50
UJEŚCISKO-ŁOSTOWICE,kobiety,81,19
UJEŚCISKO-ŁOSTOWICE,mężczyźni,81,15
VII DWÓR,kobiety,81,48
VII DWÓR,mężczyźni,81,22
WRZESZCZ DOLNY,kobiety,81,98
WRZESZCZ DOLNY,mężczyźni,81,46
WRZESZCZ GÓRNY,kobiety,81,100
WRZESZCZ GÓRNY,mężczyźni,81,40
WYSPA SOBIESZEWSKA,kobiety,81,12
WYSPA SOBIESZEWSKA,mężczyźni,81,3
WZGÓRZE MICKIEWICZA,kobiety,81,8
WZGÓRZE MICKIEWICZA,mężczyźni,81,13
ZASPA MŁYNIEC,kobiety,81,55
ZASPA MŁYNIEC,mężczyźni,81,53
ZASPA ROZSTAJE,kobiety,81,37
ZASPA ROZSTAJE,mężczyźni,81,32
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,81,137
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,81,91
GDAŃSK,kobiety,81,1733
GDAŃSK,mężczyźni,81,1053
ANIOŁKI,kobiety,82,11
ANIOŁKI,mężczyźni,82,8
BRĘTOWO,kobiety,82,15
BRĘTOWO,mężczyźni,82,10
BRZEŹNO,kobiety,82,66
BRZEŹNO,mężczyźni,82,47
CHEŁM,kobiety,82,62
CHEŁM,mężczyźni,82,50
JASIEŃ,kobiety,82,7
JASIEŃ,mężczyźni,82,8
KOKOSZKI,kobiety,82,13
KOKOSZKI,mężczyźni,82,9
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,82,3
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,82,2
LETNICA,kobiety,82,4
LETNICA,mężczyźni,82,0
MATARNIA,kobiety,82,6
MATARNIA,mężczyźni,82,2
MŁYNISKA,kobiety,82,13
MŁYNISKA,mężczyźni,82,12
NOWY PORT,kobiety,82,18
NOWY PORT,mężczyźni,82,15
OLIWA,kobiety,82,86
OLIWA,mężczyźni,82,53
OLSZYNKA,kobiety,82,5
OLSZYNKA,mężczyźni,82,6
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,82,66
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,82,39
OSOWA,kobiety,82,40
OSOWA,mężczyźni,82,26
PIECKIIGOWO,kobiety,82,54
PIECKIIGOWO,mężczyźni,82,41
PRZERÓBKA,kobiety,82,21
PRZERÓBKA,mężczyźni,82,13
PRZYMORZE MAŁE,kobiety,82,158
PRZYMORZE MAŁE,mężczyźni,82,81
PRZYMORZE WIELKIE,kobiety,82,289
PRZYMORZE WIELKIE,mężczyźni,82,169
RUDNIKI,kobiety,82,5
RUDNIKI,mężczyźni,82,0
SIEDLCE,kobiety,82,39
SIEDLCE,mężczyźni,82,20
STOGI,kobiety,82,87
STOGI,mężczyźni,82,35
STRZYŻA,kobiety,82,20
STRZYŻA,mężczyźni,82,12
SUCHANINO,kobiety,82,33
SUCHANINO,mężczyźni,82,21
ŚRÓDMIEŚCIE,kobiety,82,153
ŚRÓDMIEŚCIE,mężczyźni,82,48
UJEŚCISKO-ŁOSTOWICE,kobiety,82,28
UJEŚCISKO-ŁOSTOWICE,mężczyźni,82,13
VII DWÓR,kobiety,82,42
VII DWÓR,mężczyźni,82,25
WRZESZCZ DOLNY,kobiety,82,98
WRZESZCZ DOLNY,mężczyźni,82,40
WRZESZCZ GÓRNY,kobiety,82,94
WRZESZCZ GÓRNY,mężczyźni,82,48
WYSPA SOBIESZEWSKA,kobiety,82,7
WYSPA SOBIESZEWSKA,mężczyźni,82,6
WZGÓRZE MICKIEWICZA,kobiety,82,6
WZGÓRZE MICKIEWICZA,mężczyźni,82,10
ZASPA MŁYNIEC,kobiety,82,55
ZASPA MŁYNIEC,mężczyźni,82,39
ZASPA ROZSTAJE,kobiety,82,30
ZASPA ROZSTAJE,mężczyźni,82,22
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,82,116
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,82,97
GDAŃSK,kobiety,82,1750
GDAŃSK,mężczyźni,82,1027
ANIOŁKI,kobiety,83,16
ANIOŁKI,mężczyźni,83,10
BRĘTOWO,kobiety,83,12
BRĘTOWO,mężczyźni,83,17
BRZEŹNO,kobiety,83,49
BRZEŹNO,mężczyźni,83,25
CHEŁM,kobiety,83,60
CHEŁM,mężczyźni,83,45
JASIEŃ,kobiety,83,12
JASIEŃ,mężczyźni,83,7
KOKOSZKI,kobiety,83,6
KOKOSZKI,mężczyźni,83,5
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,83,1
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,83,5
LETNICA,kobiety,83,1
LETNICA,mężczyźni,83,1
MATARNIA,kobiety,83,9
MATARNIA,mężczyźni,83,2
MŁYNISKA,kobiety,83,21
MŁYNISKA,mężczyźni,83,7
NOWY PORT,kobiety,83,20
NOWY PORT,mężczyźni,83,6
OLIWA,kobiety,83,97
OLIWA,mężczyźni,83,37
OLSZYNKA,kobiety,83,7
OLSZYNKA,mężczyźni,83,2
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,83,62
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,83,26
OSOWA,kobiety,83,23
OSOWA,mężczyźni,83,18
PIECKIIGOWO,kobiety,83,41
PIECKIIGOWO,mężczyźni,83,30
PRZERÓBKA,kobiety,83,18
PRZERÓBKA,mężczyźni,83,13
PRZYMORZE MAŁE,kobiety,83,139
PRZYMORZE MAŁE,mężczyźni,83,73
PRZYMORZE WIELKIE,kobiety,83,194
PRZYMORZE WIELKIE,mężczyźni,83,169
RUDNIKI,kobiety,83,4
RUDNIKI,mężczyźni,83,5
SIEDLCE,kobiety,83,45
SIEDLCE,mężczyźni,83,30
STOGI,kobiety,83,59
STOGI,mężczyźni,83,30
STRZYŻA,kobiety,83,25
STRZYŻA,mężczyźni,83,13
SUCHANINO,kobiety,83,32
SUCHANINO,mężczyźni,83,24
ŚRÓDMIEŚCIE,kobiety,83,151
ŚRÓDMIEŚCIE,mężczyźni,83,60
UJEŚCISKO-ŁOSTOWICE,kobiety,83,25
UJEŚCISKO-ŁOSTOWICE,mężczyźni,83,12
VII DWÓR,kobiety,83,35
VII DWÓR,mężczyźni,83,25
WRZESZCZ DOLNY,kobiety,83,87
WRZESZCZ DOLNY,mężczyźni,83,45
WRZESZCZ GÓRNY,kobiety,83,103
WRZESZCZ GÓRNY,mężczyźni,83,40
WYSPA SOBIESZEWSKA,kobiety,83,12
WYSPA SOBIESZEWSKA,mężczyźni,83,4
WZGÓRZE MICKIEWICZA,kobiety,83,3
WZGÓRZE MICKIEWICZA,mężczyźni,83,13
ZASPA MŁYNIEC,kobiety,83,52
ZASPA MŁYNIEC,mężczyźni,83,31
