Lokalizacja,Płeć,Wiek,Populacja
MŁYNISKA,mężczyźni,34,25
NOWY PORT,kobiety,34,84
NOWY PORT,mężczyźni,34,88
OLIWA,kobiety,34,121
OLIWA,mężczyźni,34,112
OLSZYNKA,kobiety,34,25
OLSZYNKA,mężczyźni,34,26
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,34,116
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,34,104
OSOWA,kobiety,34,148
OSOWA,mężczyźni,34,121
PIECKIIGOWO,kobiety,34,352
PIECKIIGOWO,mężczyźni,34,273
PRZERÓBKA,kobiety,34,31
PRZERÓBKA,mężczyźni,34,31
PRZYMORZE MAŁE,kobiety,34,142
PRZYMORZE MAŁE,mężczyźni,34,116
PRZYMORZE WIELKIE,kobiety,34,185
PRZYMORZE WIELKIE,mężczyźni,34,148
RUDNIKI,kobiety,34,7
RUDNIKI,mężczyźni,34,17
SIEDLCE,kobiety,34,109
SIEDLCE,mężczyźni,34,106
STOGI,kobiety,34,90
STOGI,mężczyźni,34,85
STRZYŻA,kobiety,34,49
STRZYŻA,mężczyźni,34,38
SUCHANINO,kobiety,34,72
SUCHANINO,mężczyźni,34,79
ŚRÓDMIEŚCIE,kobiety,34,203
ŚRÓDMIEŚCIE,mężczyźni,34,183
UJEŚCISKO-ŁOSTOWICE,kobiety,34,297
UJEŚCISKO-ŁOSTOWICE,mężczyźni,34,253
VII DWÓR,kobiety,34,26
VII DWÓR,mężczyźni,34,25
WRZESZCZ DOLNY,kobiety,34,218
WRZESZCZ DOLNY,mężczyźni,34,193
WRZESZCZ GÓRNY,kobiety,34,201
WRZESZCZ GÓRNY,mężczyźni,34,190
WYSPA SOBIESZEWSKA,kobiety,34,28
WYSPA SOBIESZEWSKA,mężczyźni,34,30
WZGÓRZE MICKIEWICZA,kobiety,34,13
WZGÓRZE MICKIEWICZA,mężczyźni,34,26
ZASPA MŁYNIEC,kobiety,34,90
ZASPA MŁYNIEC,mężczyźni,34,81
ZASPA ROZSTAJE,kobiety,34,90
ZASPA ROZSTAJE,mężczyźni,34,96
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,34,122
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,34,109
GDAŃSK,kobiety,34,4012
GDAŃSK,mężczyźni,34,3736
ANIOŁKI,kobiety,35,45
ANIOŁKI,mężczyźni,35,45
BRĘTOWO,kobiety,35,69
BRĘTOWO,mężczyźni,35,62
BRZEŹNO,kobiety,35,86
BRZEŹNO,mężczyźni,35,78
CHEŁM,kobiety,35,633
CHEŁM,mężczyźni,35,497
JASIEŃ,kobiety,35,233
JASIEŃ,mężczyźni,35,215
KOKOSZKI,kobiety,35,101
KOKOSZKI,mężczyźni,35,94
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,35,17
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,35,16
LETNICA,kobiety,35,18
LETNICA,mężczyźni,35,13
MATARNIA,kobiety,35,50
MATARNIA,mężczyźni,35,56
MŁYNISKA,kobiety,35,23
MŁYNISKA,mężczyźni,35,18
NOWY PORT,kobiety,35,66
NOWY PORT,mężczyźni,35,92
OLIWA,kobiety,35,114
OLIWA,mężczyźni,35,113
OLSZYNKA,kobiety,35,21
OLSZYNKA,mężczyźni,35,34
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,35,117
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,35,125
OSOWA,kobiety,35,152
OSOWA,mężczyźni,35,132
PIECKIIGOWO,kobiety,35,339
PIECKIIGOWO,mężczyźni,35,317
PRZERÓBKA,kobiety,35,36
PRZERÓBKA,mężczyźni,35,42
PRZYMORZE MAŁE,kobiety,35,130
PRZYMORZE MAŁE,mężczyźni,35,109
PRZYMORZE WIELKIE,kobiety,35,203
PRZYMORZE WIELKIE,mężczyźni,35,178
RUDNIKI,kobiety,35,10
RUDNIKI,mężczyźni,35,6
SIEDLCE,kobiety,35,105
SIEDLCE,mężczyźni,35,115
STOGI,kobiety,35,84
STOGI,mężczyźni,35,82
STRZYŻA,kobiety,35,44
STRZYŻA,mężczyźni,35,44
SUCHANINO,kobiety,35,86
SUCHANINO,mężczyźni,35,88
ŚRÓDMIEŚCIE,kobiety,35,203
ŚRÓDMIEŚCIE,mężczyźni,35,218
UJEŚCISKO-ŁOSTOWICE,kobiety,35,312
UJEŚCISKO-ŁOSTOWICE,mężczyźni,35,246
VII DWÓR,kobiety,35,24
VII DWÓR,mężczyźni,35,18
WRZESZCZ DOLNY,kobiety,35,179
WRZESZCZ DOLNY,mężczyźni,35,183
WRZESZCZ GÓRNY,kobiety,35,197
WRZESZCZ GÓRNY,mężczyźni,35,195
WYSPA SOBIESZEWSKA,kobiety,35,34
WYSPA SOBIESZEWSKA,mężczyźni,35,37
WZGÓRZE MICKIEWICZA,kobiety,35,23
WZGÓRZE MICKIEWICZA,mężczyźni,35,15
ZASPA MŁYNIEC,kobiety,35,90
ZASPA MŁYNIEC,mężczyźni,35,92
ZASPA ROZSTAJE,kobiety,35,93
ZASPA ROZSTAJE,mężczyźni,35,112
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,35,118
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,35,101
GDAŃSK,kobiety,35,4055
GDAŃSK,mężczyźni,35,3788
ANIOŁKI,kobiety,36,35
ANIOŁKI,mężczyźni,36,37
BRĘTOWO,kobiety,36,72
BRĘTOWO,mężczyźni,36,68
BRZEŹNO,kobiety,36,80
BRZEŹNO,mężczyźni,36,102
CHEŁM,kobiety,36,570
CHEŁM,mężczyźni,36,545
JASIEŃ,kobiety,36,194
JASIEŃ,mężczyźni,36,181
KOKOSZKI,kobiety,36,108
KOKOSZKI,mężczyźni,36,90
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,36,15
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,36,17
LETNICA,kobiety,36,11
LETNICA,mężczyźni,36,16
MATARNIA,kobiety,36,48
MATARNIA,mężczyźni,36,37
MŁYNISKA,kobiety,36,20
MŁYNISKA,mężczyźni,36,18
NOWY PORT,kobiety,36,78
NOWY PORT,mężczyźni,36,92
OLIWA,kobiety,36,100
OLIWA,mężczyźni,36,102
OLSZYNKA,kobiety,36,19
OLSZYNKA,mężczyźni,36,29
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,36,116
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,36,127
OSOWA,kobiety,36,121
OSOWA,mężczyźni,36,138
PIECKIIGOWO,kobiety,36,301
PIECKIIGOWO,mężczyźni,36,272
PRZERÓBKA,kobiety,36,27
PRZERÓBKA,mężczyźni,36,27
PRZYMORZE MAŁE,kobiety,36,104
PRZYMORZE MAŁE,mężczyźni,36,104
PRZYMORZE WIELKIE,kobiety,36,188
PRZYMORZE WIELKIE,mężczyźni,36,146
RUDNIKI,kobiety,36,9
RUDNIKI,mężczyźni,36,15
SIEDLCE,kobiety,36,111
SIEDLCE,mężczyźni,36,103
STOGI,kobiety,36,82
STOGI,mężczyźni,36,83
STRZYŻA,kobiety,36,52
STRZYŻA,mężczyźni,36,38
SUCHANINO,kobiety,36,88
SUCHANINO,mężczyźni,36,66
ŚRÓDMIEŚCIE,kobiety,36,234
ŚRÓDMIEŚCIE,mężczyźni,36,192
UJEŚCISKO-ŁOSTOWICE,kobiety,36,344
UJEŚCISKO-ŁOSTOWICE,mężczyźni,36,237
VII DWÓR,kobiety,36,28
VII DWÓR,mężczyźni,36,24
WRZESZCZ DOLNY,kobiety,36,183
WRZESZCZ DOLNY,mężczyźni,36,167
WRZESZCZ GÓRNY,kobiety,36,192
WRZESZCZ GÓRNY,mężczyźni,36,156
WYSPA SOBIESZEWSKA,kobiety,36,30
WYSPA SOBIESZEWSKA,mężczyźni,36,19
WZGÓRZE MICKIEWICZA,kobiety,36,21
WZGÓRZE MICKIEWICZA,mężczyźni,36,17
ZASPA MŁYNIEC,kobiety,36,96
ZASPA MŁYNIEC,mężczyźni,36,88
ZASPA ROZSTAJE,kobiety,36,117
ZASPA ROZSTAJE,mężczyźni,36,101
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,36,115
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,36,101
GDAŃSK,kobiety,36,3909
GDAŃSK,mężczyźni,36,3555
ANIOŁKI,kobiety,37,22
ANIOŁKI,mężczyźni,37,35
BRĘTOWO,kobiety,37,58
BRĘTOWO,mężczyźni,37,72
BRZEŹNO,kobiety,37,81
BRZEŹNO,mężczyźni,37,81
CHEŁM,kobiety,37,578
CHEŁM,mężczyźni,37,521
JASIEŃ,kobiety,37,193
JASIEŃ,mężczyźni,37,181
KOKOSZKI,kobiety,37,90
KOKOSZKI,mężczyźni,37,84
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,37,14
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,37,14
LETNICA,kobiety,37,17
LETNICA,mężczyźni,37,8
MATARNIA,kobiety,37,36
MATARNIA,mężczyźni,37,44
MŁYNISKA,kobiety,37,22
MŁYNISKA,mężczyźni,37,16
NOWY PORT,kobiety,37,73
NOWY PORT,mężczyźni,37,72
OLIWA,kobiety,37,106
OLIWA,mężczyźni,37,104
OLSZYNKA,kobiety,37,21
OLSZYNKA,mężczyźni,37,24
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,37,115
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,37,114
OSOWA,kobiety,37,142
OSOWA,mężczyźni,37,112
PIECKIIGOWO,kobiety,37,294
PIECKIIGOWO,mężczyźni,37,247
PRZERÓBKA,kobiety,37,40
PRZERÓBKA,mężczyźni,37,30
PRZYMORZE MAŁE,kobiety,37,110
PRZYMORZE MAŁE,mężczyźni,37,110
PRZYMORZE WIELKIE,kobiety,37,162
PRZYMORZE WIELKIE,mężczyźni,37,166
RUDNIKI,kobiety,37,9
RUDNIKI,mężczyźni,37,8
SIEDLCE,kobiety,37,119
SIEDLCE,mężczyźni,37,102
STOGI,kobiety,37,64
STOGI,mężczyźni,37,65
STRZYŻA,kobiety,37,48
STRZYŻA,mężczyźni,37,40
SUCHANINO,kobiety,37,89
SUCHANINO,mężczyźni,37,78
ŚRÓDMIEŚCIE,kobiety,37,185
ŚRÓDMIEŚCIE,mężczyźni,37,199
UJEŚCISKO-ŁOSTOWICE,kobiety,37,305
UJEŚCISKO-ŁOSTOWICE,mężczyźni,37,250
VII DWÓR,kobiety,37,16
VII DWÓR,mężczyźni,37,14
WRZESZCZ DOLNY,kobiety,37,186
WRZESZCZ DOLNY,mężczyźni,37,204
WRZESZCZ GÓRNY,kobiety,37,184
WRZESZCZ GÓRNY,mężczyźni,37,180
WYSPA SOBIESZEWSKA,kobiety,37,36
WYSPA SOBIESZEWSKA,mężczyźni,37,25
WZGÓRZE MICKIEWICZA,kobiety,37,24
WZGÓRZE MICKIEWICZA,mężczyźni,37,17
ZASPA MŁYNIEC,kobiety,37,99
ZASPA MŁYNIEC,mężczyźni,37,100
ZASPA ROZSTAJE,kobiety,37,100
ZASPA ROZSTAJE,mężczyźni,37,106
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,37,98
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,37,94
GDAŃSK,kobiety,37,3736
GDAŃSK,mężczyźni,37,3517
ANIOŁKI,kobiety,38,32
ANIOŁKI,mężczyźni,38,34
BRĘTOWO,kobiety,38,77
BRĘTOWO,mężczyźni,38,57
BRZEŹNO,kobiety,38,80
BRZEŹNO,mężczyźni,38,70
CHEŁM,kobiety,38,574
CHEŁM,mężczyźni,38,527
JASIEŃ,kobiety,38,166
JASIEŃ,mężczyźni,38,175
KOKOSZKI,kobiety,38,88
KOKOSZKI,mężczyźni,38,98
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,38,8
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,38,15
LETNICA,kobiety,38,16
LETNICA,mężczyźni,38,15
MATARNIA,kobiety,38,44
MATARNIA,mężczyźni,38,39
MŁYNISKA,kobiety,38,19
MŁYNISKA,mężczyźni,38,24
NOWY PORT,kobiety,38,95
NOWY PORT,mężczyźni,38,92
OLIWA,kobiety,38,105
OLIWA,mężczyźni,38,113
OLSZYNKA,kobiety,38,27
OLSZYNKA,mężczyźni,38,25
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,38,111
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,38,99
OSOWA,kobiety,38,165
OSOWA,mężczyźni,38,127
PIECKIIGOWO,kobiety,38,301
PIECKIIGOWO,mężczyźni,38,268
PRZERÓBKA,kobiety,38,27
PRZERÓBKA,mężczyźni,38,39
PRZYMORZE MAŁE,kobiety,38,122
PRZYMORZE MAŁE,mężczyźni,38,93
PRZYMORZE WIELKIE,kobiety,38,188
PRZYMORZE WIELKIE,mężczyźni,38,153
RUDNIKI,kobiety,38,6
RUDNIKI,mężczyźni,38,10
SIEDLCE,kobiety,38,100
SIEDLCE,mężczyźni,38,91
STOGI,kobiety,38,83
STOGI,mężczyźni,38,73
STRZYŻA,kobiety,38,45
STRZYŻA,mężczyźni,38,52
SUCHANINO,kobiety,38,70
SUCHANINO,mężczyźni,38,81
ŚRÓDMIEŚCIE,kobiety,38,203
ŚRÓDMIEŚCIE,mężczyźni,38,184
UJEŚCISKO-ŁOSTOWICE,kobiety,38,314
UJEŚCISKO-ŁOSTOWICE,mężczyźni,38,308
VII DWÓR,kobiety,38,17
VII DWÓR,mężczyźni,38,22
WRZESZCZ DOLNY,kobiety,38,172
WRZESZCZ DOLNY,mężczyźni,38,178
WRZESZCZ GÓRNY,kobiety,38,147
WRZESZCZ GÓRNY,mężczyźni,38,182
WYSPA SOBIESZEWSKA,kobiety,38,24
WYSPA SOBIESZEWSKA,mężczyźni,38,24
WZGÓRZE MICKIEWICZA,kobiety,38,18
WZGÓRZE MICKIEWICZA,mężczyźni,38,17
ZASPA MŁYNIEC,kobiety,38,103
ZASPA MŁYNIEC,mężczyźni,38,110
ZASPA ROZSTAJE,kobiety,38,129
ZASPA ROZSTAJE,mężczyźni,38,112
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,38,118
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,38,109
GDAŃSK,kobiety,38,3794
GDAŃSK,mężczyźni,38,3616
ANIOŁKI,kobiety,39,40
ANIOŁKI,mężczyźni,39,30
BRĘTOWO,kobiety,39,74
BRĘTOWO,mężczyźni,39,72
BRZEŹNO,kobiety,39,87
BRZEŹNO,mężczyźni,39,85
CHEŁM,kobiety,39,593
CHEŁM,mężczyźni,39,531
JASIEŃ,kobiety,39,146
JASIEŃ,mężczyźni,39,150
KOKOSZKI,kobiety,39,76
KOKOSZKI,mężczyźni,39,90
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,39,17
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,39,9
LETNICA,kobiety,39,12
LETNICA,mężczyźni,39,12
MATARNIA,kobiety,39,48
MATARNIA,mężczyźni,39,34
MŁYNISKA,kobiety,39,20
MŁYNISKA,mężczyźni,39,19
NOWY PORT,kobiety,39,89
NOWY PORT,mężczyźni,39,88
OLIWA,kobiety,39,123
OLIWA,mężczyźni,39,111
OLSZYNKA,kobiety,39,21
OLSZYNKA,mężczyźni,39,21
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,39,110
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,39,105
OSOWA,kobiety,39,145
OSOWA,mężczyźni,39,138
PIECKIIGOWO,kobiety,39,260
PIECKIIGOWO,mężczyźni,39,261
PRZERÓBKA,kobiety,39,29
PRZERÓBKA,mężczyźni,39,39
PRZYMORZE MAŁE,kobiety,39,112
PRZYMORZE MAŁE,mężczyźni,39,96
PRZYMORZE WIELKIE,kobiety,39,188
PRZYMORZE WIELKIE,mężczyźni,39,184
RUDNIKI,kobiety,39,10
RUDNIKI,mężczyźni,39,9
SIEDLCE,kobiety,39,99
SIEDLCE,mężczyźni,39,98
STOGI,kobiety,39,80
STOGI,mężczyźni,39,68
STRZYŻA,kobiety,39,44
STRZYŻA,mężczyźni,39,32
SUCHANINO,kobiety,39,85
SUCHANINO,mężczyźni,39,77
ŚRÓDMIEŚCIE,kobiety,39,188
ŚRÓDMIEŚCIE,mężczyźni,39,175
UJEŚCISKO-ŁOSTOWICE,kobiety,39,289
UJEŚCISKO-ŁOSTOWICE,mężczyźni,39,289
VII DWÓR,kobiety,39,26
VII DWÓR,mężczyźni,39,27
WRZESZCZ DOLNY,kobiety,39,170
WRZESZCZ DOLNY,mężczyźni,39,169
WRZESZCZ GÓRNY,kobiety,39,159
WRZESZCZ GÓRNY,mężczyźni,39,153
WYSPA SOBIESZEWSKA,kobiety,39,33
WYSPA SOBIESZEWSKA,mężczyźni,39,33
WZGÓRZE MICKIEWICZA,kobiety,39,19
WZGÓRZE MICKIEWICZA,mężczyźni,39,16
ZASPA MŁYNIEC,kobiety,39,109
ZASPA MŁYNIEC,mężczyźni,39,115
ZASPA ROZSTAJE,kobiety,39,122
ZASPA ROZSTAJE,mężczyźni,39,116
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,39,118
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,39,103
GDAŃSK,kobiety,39,3741
GDAŃSK,mężczyźni,39,3555
ANIOŁKI,kobiety,40,35
ANIOŁKI,mężczyźni,40,29
BRĘTOWO,kobiety,40,54
BRĘTOWO,mężczyźni,40,79
BRZEŹNO,kobiety,40,82
BRZEŹNO,mężczyźni,40,84
CHEŁM,kobiety,40,602
CHEŁM,mężczyźni,40,532
JASIEŃ,kobiety,40,147
JASIEŃ,mężczyźni,40,145
KOKOSZKI,kobiety,40,83
KOKOSZKI,mężczyźni,40,98
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,40,15
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,40,8
LETNICA,kobiety,40,15
LETNICA,mężczyźni,40,12
MATARNIA,kobiety,40,41
MATARNIA,mężczyźni,40,42
MŁYNISKA,kobiety,40,21
MŁYNISKA,mężczyźni,40,12
NOWY PORT,kobiety,40,70
NOWY PORT,mężczyźni,40,101
OLIWA,kobiety,40,119
OLIWA,mężczyźni,40,110
OLSZYNKA,kobiety,40,16
OLSZYNKA,mężczyźni,40,26
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,40,117
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,40,113
OSOWA,kobiety,40,149
OSOWA,mężczyźni,40,134
PIECKIIGOWO,kobiety,40,262
PIECKIIGOWO,mężczyźni,40,278
PRZERÓBKA,kobiety,40,31
PRZERÓBKA,mężczyźni,40,31
PRZYMORZE MAŁE,kobiety,40,98
PRZYMORZE MAŁE,mężczyźni,40,104
PRZYMORZE WIELKIE,kobiety,40,183
PRZYMORZE WIELKIE,mężczyźni,40,160
RUDNIKI,kobiety,40,7
RUDNIKI,mężczyźni,40,12
SIEDLCE,kobiety,40,100
SIEDLCE,mężczyźni,40,92
STOGI,kobiety,40,72
STOGI,mężczyźni,40,67
STRZYŻA,kobiety,40,49
STRZYŻA,mężczyźni,40,50
SUCHANINO,kobiety,40,74
SUCHANINO,mężczyźni,40,83
ŚRÓDMIEŚCIE,kobiety,40,178
ŚRÓDMIEŚCIE,mężczyźni,40,183
UJEŚCISKO-ŁOSTOWICE,kobiety,40,361
UJEŚCISKO-ŁOSTOWICE,mężczyźni,40,297
VII DWÓR,kobiety,40,24
VII DWÓR,mężczyźni,40,20
WRZESZCZ DOLNY,kobiety,40,180
WRZESZCZ DOLNY,mężczyźni,40,159
WRZESZCZ GÓRNY,kobiety,40,187
WRZESZCZ GÓRNY,mężczyźni,40,172
WYSPA SOBIESZEWSKA,kobiety,40,22
WYSPA SOBIESZEWSKA,mężczyźni,40,24
WZGÓRZE MICKIEWICZA,kobiety,40,14
WZGÓRZE MICKIEWICZA,mężczyźni,40,13
ZASPA MŁYNIEC,kobiety,40,118
ZASPA MŁYNIEC,mężczyźni,40,111
ZASPA ROZSTAJE,kobiety,40,118
ZASPA ROZSTAJE,mężczyźni,40,130
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,40,115
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,40,88
GDAŃSK,kobiety,40,3759
GDAŃSK,mężczyźni,40,3599
ANIOŁKI,kobiety,41,38
ANIOŁKI,mężczyźni,41,40
BRĘTOWO,kobiety,41,73
BRĘTOWO,mężczyźni,41,66
BRZEŹNO,kobiety,41,95
BRZEŹNO,mężczyźni,41,81
CHEŁM,kobiety,41,620
CHEŁM,mężczyźni,41,528
JASIEŃ,kobiety,41,143
JASIEŃ,mężczyźni,41,133
KOKOSZKI,kobiety,41,102
KOKOSZKI,mężczyźni,41,84
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,41,19
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,41,13
LETNICA,kobiety,41,10
LETNICA,mężczyźni,41,12
MATARNIA,kobiety,41,42
MATARNIA,mężczyźni,41,43
MŁYNISKA,kobiety,41,15
MŁYNISKA,mężczyźni,41,26
NOWY PORT,kobiety,41,77
NOWY PORT,mężczyźni,41,85
OLIWA,kobiety,41,115
OLIWA,mężczyźni,41,127
OLSZYNKA,kobiety,41,31
OLSZYNKA,mężczyźni,41,27
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,41,86
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,41,119
OSOWA,kobiety,41,144
OSOWA,mężczyźni,41,119
PIECKIIGOWO,kobiety,41,260
PIECKIIGOWO,mężczyźni,41,265
PRZERÓBKA,kobiety,41,33
PRZERÓBKA,mężczyźni,41,33
PRZYMORZE MAŁE,kobiety,41,123
PRZYMORZE MAŁE,mężczyźni,41,107
PRZYMORZE WIELKIE,kobiety,41,179
PRZYMORZE WIELKIE,mężczyźni,41,165
RUDNIKI,kobiety,41,3
RUDNIKI,mężczyźni,41,11
SIEDLCE,kobiety,41,105
SIEDLCE,mężczyźni,41,90
STOGI,kobiety,41,78
STOGI,mężczyźni,41,70
STRZYŻA,kobiety,41,41
STRZYŻA,mężczyźni,41,41
SUCHANINO,kobiety,41,96
SUCHANINO,mężczyźni,41,96
ŚRÓDMIEŚCIE,kobiety,41,178
ŚRÓDMIEŚCIE,mężczyźni,41,171
UJEŚCISKO-ŁOSTOWICE,kobiety,41,319
UJEŚCISKO-ŁOSTOWICE,mężczyźni,41,264
VII DWÓR,kobiety,41,31
VII DWÓR,mężczyźni,41,23
WRZESZCZ DOLNY,kobiety,41,185
WRZESZCZ DOLNY,mężczyźni,41,166
WRZESZCZ GÓRNY,kobiety,41,189
WRZESZCZ GÓRNY,mężczyźni,41,159
WYSPA SOBIESZEWSKA,kobiety,41,27
WYSPA SOBIESZEWSKA,mężczyźni,41,24
WZGÓRZE MICKIEWICZA,kobiety,41,14
WZGÓRZE MICKIEWICZA,mężczyźni,41,12
ZASPA MŁYNIEC,kobiety,41,125
ZASPA MŁYNIEC,mężczyźni,41,141
ZASPA ROZSTAJE,kobiety,41,128
ZASPA ROZSTAJE,mężczyźni,41,141
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,41,126
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,41,121
GDAŃSK,kobiety,41,3850
GDAŃSK,mężczyźni,41,3603
ANIOŁKI,kobiety,42,27
ANIOŁKI,mężczyźni,42,28
BRĘTOWO,kobiety,42,74
BRĘTOWO,mężczyźni,42,62
BRZEŹNO,kobiety,42,100
BRZEŹNO,mężczyźni,42,91
CHEŁM,kobiety,42,529
CHEŁM,mężczyźni,42,505
JASIEŃ,kobiety,42,138
JASIEŃ,mężczyźni,42,141
KOKOSZKI,kobiety,42,83
KOKOSZKI,mężczyźni,42,98
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,42,19
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,42,13
LETNICA,kobiety,42,10
LETNICA,mężczyźni,42,12
MATARNIA,kobiety,42,36
MATARNIA,mężczyźni,42,30
MŁYNISKA,kobiety,42,15
MŁYNISKA,mężczyźni,42,28
NOWY PORT,kobiety,42,77
NOWY PORT,mężczyźni,42,87
OLIWA,kobiety,42,112
OLIWA,mężczyźni,42,103
OLSZYNKA,kobiety,42,26
OLSZYNKA,mężczyźni,42,24
ORUNIA-ŚW.WOJCIECH-LIPCE,kobiety,42,91
ORUNIA-ŚW.WOJCIECH-LIPCE,mężczyźni,42,107
OSOWA,kobiety,42,146
OSOWA,mężczyźni,42,117
PIECKIIGOWO,kobiety,42,250
PIECKIIGOWO,mężczyźni,42,259
PRZERÓBKA,kobiety,42,23
PRZERÓBKA,mężczyźni,42,32
PRZYMORZE MAŁE,kobiety,42,109
PRZYMORZE MAŁE,mężczyźni,42,110
PRZYMORZE WIELKIE,kobiety,42,211
PRZYMORZE WIELKIE,mężczyźni,42,163
RUDNIKI,kobiety,42,6
RUDNIKI,mężczyźni,42,8
SIEDLCE,kobiety,42,95
SIEDLCE,mężczyźni,42,79
STOGI,kobiety,42,69
STOGI,mężczyźni,42,57
STRZYŻA,kobiety,42,34
STRZYŻA,mężczyźni,42,48
SUCHANINO,kobiety,42,104
SUCHANINO,mężczyźni,42,79
ŚRÓDMIEŚCIE,kobiety,42,204
ŚRÓDMIEŚCIE,mężczyźni,42,171
UJEŚCISKO-ŁOSTOWICE,kobiety,42,314
UJEŚCISKO-ŁOSTOWICE,mężczyźni,42,324
VII DWÓR,kobiety,42,36
VII DWÓR,mężczyźni,42,29
WRZESZCZ DOLNY,kobiety,42,180
WRZESZCZ DOLNY,mężczyźni,42,169
WRZESZCZ GÓRNY,kobiety,42,147
WRZESZCZ GÓRNY,mężczyźni,42,169
WYSPA SOBIESZEWSKA,kobiety,42,33
WYSPA SOBIESZEWSKA,mężczyźni,42,22
WZGÓRZE MICKIEWICZA,kobiety,42,14
WZGÓRZE MICKIEWICZA,mężczyźni,42,14
ZASPA MŁYNIEC,kobiety,42,122
ZASPA MŁYNIEC,mężczyźni,42,104
ZASPA ROZSTAJE,kobiety,42,155
ZASPA ROZSTAJE,mężczyźni,42,111
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,kobiety,42,114
ŻABIANKA-WEJHERA-JELITKOWO-TYSIĄCLECIA,mężczyźni,42,90
GDAŃSK,kobiety,42,3703
GDAŃSK,mężczyźni,42,3484
ANIOŁKI,kobiety,43,36
ANIOŁKI,mężczyźni,43,29
BRĘTOWO,kobiety,43,64
BRĘTOWO,mężczyźni,43,60
BRZEŹNO,kobiety,43,80
BRZEŹNO,mężczyźni,43,93
CHEŁM,kobiety,43,451
CHEŁM,mężczyźni,43,465
JASIEŃ,kobiety,43,123
JASIEŃ,mężczyźni,43,115
KOKOSZKI,kobiety,43,87
KOKOSZKI,mężczyźni,43,80
KRAKOWIEC-GÓRKI ZACHODNIE,kobiety,43,17
KRAKOWIEC-GÓRKI ZACHODNIE,mężczyźni,43,13
LETNICA,kobiety,43,7
LETNICA,mężczyźni,43,8
MATARNIA,kobiety,43,44
MATARNIA,mężczyźni,43,34
MŁYNISKA,kobiety,43,15
MŁYNISKA,mężczyźni,43,25
NOWY PORT,kobiety,43,73
NOWY PORT,mężczyźni,43,68
OLIWA,kobiety,43,96
